"BCH_LAB_CODE","LOINC_LAB_CODE"
"LAB:3775700","13941-0"
"LAB:3775357","18719-5"
"LAB:3774521","24113-3"
"LAB:3774661","49692-7"
"LAB:3775133","2882-9"
"LAB:3774828","9709-7"
"LAB:3775608","18719-5"
"LAB:3774699","6393-3"
"LAB:3775593","18719-5"
"LAB:72465875","26435-8"
"LAB:4114931","18727-8"
"LAB:11519565","18719-5"
"LAB:3774908","18719-5"
"LAB:82920259","26435-8"
"LAB:3774500","18729-4"
"LAB:3775616","18719-5"
"LAB:580107759","18719-5"
"LAB:3775340","53962-7"
"LAB:3775664","737-7"
"LAB:4744020","18719-5"
"LAB:3726965","23826-1"
"LAB:3774824","18727-8"
"LAB:466943870","86045-2"
"LAB:72465878","18725-2"
"LAB:3775973","6082-2"
"LAB:248037666","3415-7"
"LAB:3774904","24061-4"
"LAB:3776061","18719-5"
"LAB:3776035","18767-4"
"LAB:413924606","18728-6"
"LAB:501519899","18716-1"
"LAB:3775546","18719-5"
"LAB:3775557","14420-4"
"LAB:19984978","6313-1"
"LAB:3775854","1960-4"
"LAB:3775194","18720-3"
"LAB:4744072","25995-2"
"LAB:3775942","18721-1"
"LAB:3777220","24380-8"
"LAB:500706689","57841-9"
"LAB:3776147","20648-2"
"LAB:50596994","20448-7"
"LAB:580471269","18728-6"
"LAB:3775467","18716-1"
"LAB:89829673","50228-6"
"LAB:3776011","18716-1"
"LAB:3775675","18768-2"
"LAB:3775413","18719-5"
"LAB:3775587","14399-0"
"LAB:3774803","18768-2"
"LAB:4744067","18719-5"
"LAB:191114037","18719-5"
"LAB:3774874","47549-1"
"LAB:3775076","18719-5"
"LAB:3998834","21695-2"
"LAB:3774904","18719-5"
"LAB:110718268","54906-3"
"LAB:3774982","18768-2"
"LAB:3775202","26435-8"
"LAB:3776108","18719-5"
"LAB:3775503","19153-6"
"LAB:359468278","18727-8"
"LAB:537007331","72623-2"
"LAB:3775872","18723-7"
"LAB:3775950","31019-3"
"LAB:3776135","32863-3"
"LAB:3998839","18727-8"
"LAB:3775875","6690-2"
"LAB:3775844","11555-0"
"LAB:4744005","1687-3"
"LAB:3775354","18719-5"
"LAB:3775052","18719-5"
"LAB:117951554","18719-5"
"LAB:40450546","53778-7"
"LAB:3776010","18716-1"
"LAB:12777354","19253-4"
"LAB:3775441","18716-1"
"LAB:3727470","2571-8"
"LAB:3775239","18719-5"
"LAB:3775085","6768-6"
"LAB:3775898","18727-8"
"LAB:13130299","49414-6"
"LAB:80390539","18719-5"
"LAB:3775127","18767-4"
"LAB:3774803","14664-7"
"LAB:3775469","18716-1"
"LAB:10865261","18719-5"
"LAB:3775580","5631-7"
"LAB:3774906","18719-5"
"LAB:3775134","18721-1"
"LAB:3775022","18727-8"
"LAB:3776034","2705-2"
"LAB:3775092","18721-1"
"LAB:3774521","18727-8"
"LAB:3775074","18728-6"
"LAB:572944247","11193-0"
"LAB:3775944","1992-7"
"LAB:3998832","12853-8"
"LAB:4610369","18719-5"
"LAB:580107795","33865-7"
"LAB:580107891","18716-1"
"LAB:3775347","18719-5"
"LAB:3997408","47938-6"
"LAB:3775514","18719-5"
"LAB:3775144","3432-2"
"LAB:3775198","2668-2"
"LAB:12717533","7728-9"
"LAB:4671016","2161-8"
"LAB:3726733","27941-4"
"LAB:19984976","18719-5"
"LAB:3775389","18719-5"
"LAB:3774826","18719-5"
"LAB:3775936","2216-0"
"LAB:3775922","3052-8"
"LAB:3776006","18716-1"
"LAB:3726248","2143-6"
"LAB:19985050","18718-7"
"LAB:89829690","18729-4"
"LAB:3775704","13518-6"
"LAB:12777353","6374-3"
"LAB:580107861","27821-8"
"LAB:3775554","32693-4"
"LAB:3775014","18768-2"
"LAB:3775547","19153-6"
"LAB:3775428","50562-8"
"LAB:29993512","18720-3"
"LAB:3775419","18719-5"
"LAB:3775770","6125-9"
"LAB:3775763","6719-9"
"LAB:117951566","30542-5"
"LAB:3775138","1742-6"
"LAB:3775365","2436-4"
"LAB:466943849","86009-8"
"LAB:3775597","3664-0"
"LAB:9879047","18720-3"
"LAB:3774707","6917-9"
"LAB:3774573","3582-4"
"LAB:3774461","2021-4"
"LAB:3775166","1747-5"
"LAB:46528742","3531-1"
"LAB:3775594","18719-5"
"LAB:106753553","18767-4"
"LAB:3774720","801-1"
"LAB:3775012","7793-3"
"LAB:3775270","49220-7"
"LAB:501520195","18716-1"
"LAB:3998846","29539-4"
"LAB:3775666","18768-2"
"LAB:3774699","18727-8"
"LAB:285955269","18720-3"
"LAB:3775206","18727-8"
"LAB:3774492","50560-2"
"LAB:3775354","25925-9"
"LAB:3775539","18719-5"
"LAB:43291297","33786-5"
"LAB:3775974","18716-1"
"LAB:3775905","1656-8"
"LAB:3774766","47938-6"
"LAB:3775303","18716-1"
"LAB:89829684","33240-3"
"LAB:3774984","18768-2"
"LAB:3774622","18719-5"
"LAB:3774622","3021-3"
"LAB:13815136","9708-9"
"LAB:3776065","18719-5"
"LAB:3775505","19153-6"
"LAB:3775729","18720-3"
"LAB:124570356","16275-0"
"LAB:3775334","30083-0"
"LAB:43291127","18768-2"
"LAB:3775789","18716-1"
"LAB:3775648","18767-4"
"LAB:3775029","2889-4"
"LAB:3775785","18716-1"
"LAB:466943858","42771-6"
"LAB:248037666","49752-9"
"LAB:3774718","14620-9"
"LAB:276161839","18725-2"
"LAB:3774932","12727-4"
"LAB:4744238","18719-5"
"LAB:3774697","5146-6"
"LAB:3775274","18719-5"
"LAB:580107861","18720-3"
"LAB:3774757","47938-6"
"LAB:45295484","49248-8"
"LAB:572944205","18719-5"
"LAB:3775319","18719-5"
"LAB:3774493","57735-3"
"LAB:3775178","3209-4"
"LAB:3775608","20437-0"
"LAB:3775406","20625-0"
"LAB:3775010","18768-2"
"LAB:61315474","62343-9"
"LAB:3774489","50553-7"
"LAB:501519779","16227-1"
"LAB:3997410","18719-5"
"LAB:3774515","14207-5"
"LAB:3776102","49839-4"
"LAB:67878186","18723-7"
"LAB:215492480","59323-6"
"LAB:264365785","26435-8"
"LAB:3775536","18719-5"
"LAB:3774532","4991-6"
"LAB:3775429","18719-5"
"LAB:3775323","21587-1"
"LAB:3774842","18716-1"
"LAB:3775346","32554-8"
"LAB:3775842","18767-4"
"LAB:332391010","18719-5"
"LAB:3775603","18719-5"
"LAB:205207405","26435-8"
"LAB:3775765","7591-1"
"LAB:208493299","55798-3"
"LAB:166045329","26435-8"
"LAB:3775062","8251-1"
"LAB:248037697","18719-5"
"LAB:3775383","18727-8"
"LAB:3775627","18719-5"
"LAB:3775166","1748-3"
"LAB:19985057","29267-2"
"LAB:27181105","18719-5"
"LAB:3775204","7853-5"
"LAB:3775439","18716-1"
"LAB:3774953","18719-5"
"LAB:11250239","38415-6"
"LAB:13815129","10989-2"
"LAB:501519803","6054-1"
"LAB:3774683","49890-7"
"LAB:52891223","52778-8"
"LAB:3775147","8852-6"
"LAB:208493293","55798-3"
"LAB:8741170","18725-2"
"LAB:3774520","18727-8"
"LAB:3774862","26436-6"
"LAB:3775483","18716-1"
"LAB:3775520","18719-5"
"LAB:572944217","18719-5"
"LAB:3726680","3687-1"
"LAB:3774501","47938-6"
"LAB:3774819","18719-5"
"LAB:147099210","6892-4"
"LAB:3774486","18727-8"
"LAB:3726192","2243-4"
"LAB:3775274","15066-4"
"LAB:3775764","18716-1"
"LAB:500706675","57846-8"
"LAB:3775270","18719-5"
"LAB:3775093","18721-1"
"LAB:3775398","5612-7"
"LAB:12779984","48410-5"
"LAB:3775676","773-2"
"LAB:3776081","53454-5"
"LAB:3775493","42810-2"
"LAB:3774974","18719-5"
"LAB:3775660","777-3"
"LAB:3776146","18719-5"
"LAB:501520033","18716-1"
"LAB:45295483","56901-2"
"LAB:3774577","3002-3"
"LAB:550968545","21363-7"
"LAB:572944217","47255-5"
"LAB:413924585","18728-6"
"LAB:3775043","13458-5"
"LAB:13880964","19113-0"
"LAB:3775317","18719-5"
"LAB:3774750","47938-6"
"LAB:3775728","18720-3"
"LAB:501519815","18728-6"
"LAB:3774721","18768-2"
"LAB:537007331","18721-1"
"LAB:3998835","26435-8"
"LAB:3775782","6853-6"
"LAB:335681348","18718-7"
"LAB:470530989","35177-5"
"LAB:3775229","18719-5"
"LAB:11551902","25489-6"
"LAB:311110416","18725-2"
"LAB:3727529","18719-5"
"LAB:13298834","26435-8"
"LAB:3774655","18719-5"
"LAB:3774843","18716-1"
"LAB:413924600","17395-5"
"LAB:52891207","52784-6"
"LAB:166878622","19153-6"
"LAB:72465862","21363-7"
"LAB:4744066","18719-5"
"LAB:645094553","18727-8"
"LAB:208493296","18720-3"
"LAB:3775424","1668-3"
"LAB:3775779","6193-7"
"LAB:3775627","5671-3"
"LAB:3774466","18720-3"
"LAB:3775050","18719-5"
"LAB:3775439","7613-3"
"LAB:500706689","796-3"
"LAB:3775763","18716-1"
"LAB:19984982","18719-5"
"LAB:43435784","35577-6"
"LAB:3774931","18719-5"
"LAB:3775268","10501-5"
"LAB:3774840","30041-8"
"LAB:3775245","42937-3"
"LAB:3774530","18725-2"
"LAB:501519643","18728-6"
"LAB:4744053","25934-1"
"LAB:3776032","18767-4"
"LAB:3775897","2638-5"
"LAB:3727369","18721-1"
"LAB:248037663","18719-5"
"LAB:580107831","18719-5"
"LAB:3775444","18716-1"
"LAB:3775886","18719-5"
"LAB:3775664","18768-2"
"LAB:3775430","18719-5"
"LAB:12777360","5386-8"
"LAB:12717537","6278-6"
"LAB:3775236","18719-5"
"LAB:3726802","3819-0"
"LAB:82920323","18719-5"
"LAB:3775297","18716-1"
"LAB:413924588","16998-7"
"LAB:3710032","18719-5"
"LAB:117951551","18719-5"
"LAB:3775403","18719-5"
"LAB:3775024","18727-8"
"LAB:40450539","18728-6"
"LAB:3774829","18716-1"
"LAB:3775784","18716-1"
"LAB:285955231","18720-3"
"LAB:3775579","11572-5"
"LAB:3775957","18720-3"
"LAB:3775912","5273-8"
"LAB:3775181","18720-3"
"LAB:3775230","6948-4"
"LAB:3776094","18767-4"
"LAB:3775116","18767-4"
"LAB:3775849","1994-3"
"LAB:3775121","6298-4"
"LAB:3776153","20650-8"
"LAB:3775584","2161-8"
"LAB:3775760","18716-1"
"LAB:10865249","18727-8"
"LAB:3775268","18719-5"
"LAB:3774530","6447-7"
"LAB:3774531","9838-4"
"LAB:511259627","18719-5"
"LAB:3775191","3193-0"
"LAB:3774548","18723-7"
"LAB:3775989","6124-2"
"LAB:3774692","5109-4"
"LAB:3775397","18719-5"
"LAB:3776100","18720-3"
"LAB:580107921","73689-2"
"LAB:3775244","26437-4"
"LAB:580107801","14007-9"
"LAB:3775182","45194-8"
"LAB:12779989","41400-3"
"LAB:3774602","50659-2"
"LAB:3775393","18719-5"
"LAB:3775624","2530-4"
"LAB:3775242","1756-6"
"LAB:3775972","2691-4"
"LAB:3775314","6899-9"
"LAB:3775772","18716-1"
"LAB:45295483","18719-5"
"LAB:3775048","814-4"
"LAB:50562217","31208-2"
"LAB:123248786","13766-1"
"LAB:3774516","3241-7"
"LAB:3774872","18719-5"
"LAB:3775411","18719-5"
"LAB:3775702","32013-5"
"LAB:3774606","26435-8"
"LAB:3775075","18728-6"
"LAB:3775896","18719-5"
"LAB:40450550","26859-9"
"LAB:501519989","6243-0"
"LAB:3774623","18719-5"
"LAB:13815129","18721-1"
"LAB:3776063","19153-6"
"LAB:4744067","34278-2"
"LAB:4744016","18719-5"
"LAB:3998834","26435-8"
"LAB:3774758","47938-6"
"LAB:40450543","18728-6"
"LAB:398071426","22749-6"
"LAB:511259675","65363-4"
"LAB:3775322","18719-5"
"LAB:3775618","18719-5"
"LAB:3774649","13950-1"
"LAB:3775602","1558-6"
"LAB:140163714","18727-8"
"LAB:501519637","18728-6"
"LAB:3775674","18768-2"
"LAB:3774945","18725-2"
"LAB:4743983","18719-5"
"LAB:3775894","18727-8"
"LAB:3775002","33241-1"
"LAB:3774498","18729-4"
"LAB:3774826","6013-7"
"LAB:52891208","18720-3"
"LAB:3775520","13362-9"
"LAB:3774718","29605-3"
"LAB:3818035","8098-6"
"LAB:3775748","86064-3"
"LAB:511259699","26842-5"
"LAB:3774897","15085-4"
"LAB:89829730","33231-2"
"LAB:80390522","18725-2"
"LAB:537007409","19153-6"
"LAB:3776029","2339-0"
"LAB:4114933","18719-5"
"LAB:107199037","18719-5"
"LAB:3997409","18719-5"
"LAB:3774835","18716-1"
"LAB:13298836","26435-8"
"LAB:3775192","18720-3"
"LAB:3775845","18719-5"
"LAB:3775650","18721-1"
"LAB:4129021","3663-2"
"LAB:3775987","18716-1"
"LAB:501519869","18728-6"
"LAB:285955231","56007-8"
"LAB:4744071","18719-5"
"LAB:3774945","9572-9"
"LAB:359468275","18727-8"
"LAB:580471257","18728-6"
"LAB:108959133","19256-7"
"LAB:3775321","9622-2"
"LAB:183033097","11011-4"
"LAB:3775526","13362-9"
"LAB:13130294","49409-6"
"LAB:504355843","62849-5"
"LAB:3775941","3536-0"
"LAB:3774514","34187-5"
"LAB:43435805","26848-2"
"LAB:3774807","15199-3"
"LAB:3726343","5014-6"
"LAB:10865248","18727-8"
"LAB:4009168","6298-4"
"LAB:3775434","2469-5"
"LAB:7463470","26435-8"
"LAB:3775575","14441-0"
"LAB:13815133","38917-1"
"LAB:3775919","15087-0"
"LAB:166045320","26435-8"
"LAB:3775959","18721-1"
"LAB:3775683","18768-2"
"LAB:3774912","18719-5"
"LAB:3775466","18716-1"
"LAB:3776088","5307-4"
"LAB:4743986","20661-5"
"LAB:80390522","24013-5"
"LAB:3776029","41652-9"
"LAB:13815122","18727-8"
"LAB:3774891","18719-5"
"LAB:43435802","18719-5"
"LAB:470530971","35176-7"
"LAB:3776023","41654-5"
"LAB:3775659","18768-2"
"LAB:258248369","47958-4"
"LAB:4744063","25843-4"
"LAB:3775972","2693-0"
"LAB:3775330","18719-5"
"LAB:3775762","18716-1"
"LAB:3775086","1825-9"
"LAB:3774831","7262-9"
"LAB:3775115","2704-5"
"LAB:50961952","30571-4"
"LAB:3726272","2986-8"
"LAB:3775226","42595-9"
"LAB:3775503","18719-5"
"LAB:3776031","2708-6"
"LAB:3774822","18727-8"
"LAB:3774495","18729-4"
"LAB:3775746","27395-3"
"LAB:3802287","18719-5"
"LAB:12779986","26435-8"
"LAB:4743987","2178-2"
"LAB:3775558","1795-4"
"LAB:3775316","49038-3"
"LAB:3998843","33935-8"
"LAB:3775738","18727-8"
"LAB:3775895","2639-3"
"LAB:3774611","18719-5"
"LAB:3777222","18767-4"
"LAB:3776032","2746-6"
"LAB:3774796","18723-7"
"LAB:3775450","18716-1"
"LAB:4744017","22641-5"
"LAB:3774499","18729-4"
"LAB:3775233","2085-9"
"LAB:85969536","26889-6"
"LAB:3710038","2028-9"
"LAB:3774756","47938-6"
"LAB:4744063","18719-5"
"LAB:3775663","764-1"
"LAB:501519875","18716-1"
"LAB:3997397","47938-6"
"LAB:13815132","18727-8"
"LAB:3775885","2161-8"
"LAB:3775404","18719-5"
"LAB:3776150","18719-5"
"LAB:3774478","18720-3"
"LAB:3998841","18719-5"
"LAB:506540809","35278-1"
"LAB:3775578","1988-5"
"LAB:3775653","18768-2"
"LAB:3774511","18719-5"
"LAB:3775229","53959-3"
"LAB:3802288","18719-5"
"LAB:3775088","19123-9"
"LAB:72465881","18720-3"
"LAB:258248375","57802-1"
"LAB:3775212","6303-2"
"LAB:215492480","18721-1"
"LAB:3775781","6218-2"
"LAB:248037666","18728-6"
"LAB:466943861","86098-1"
"LAB:183033102","25836-8"
"LAB:3774711","6916-1"
"LAB:412522208","18719-5"
"LAB:3774620","27038-9"
"LAB:3774913","2943-9"
"LAB:3775701","40537-3"
"LAB:3775776","6167-1"
"LAB:10865263","38169-9"
"LAB:3997406","18719-5"
"LAB:3775095","1799-6"
"LAB:123248750","13800-8"
"LAB:3775765","18716-1"
"LAB:3775793","18716-1"
"LAB:40450539","27067-8"
"LAB:3775792","18716-1"
"LAB:3776079","3834-9"
"LAB:3776154","18719-5"
"LAB:3774885","34439-0"
"LAB:96343730","33629-7"
"LAB:3775704","33370-8"
"LAB:285955215","18720-3"
"LAB:3775748","27389-6"
"LAB:106753550","41276-7"
"LAB:580107867","16650-4"
"LAB:3775357","21383-5"
"LAB:3775894","8014-3"
"LAB:3775615","18719-5"
"LAB:3775177","18720-3"
"LAB:500706689","18768-2"
"LAB:3775624","5921-2"
"LAB:3775004","18729-4"
"LAB:3775021","18718-7"
"LAB:3774631","18719-5"
"LAB:3710032","2823-3"
"LAB:4744002","27304-5"
"LAB:13815126","18727-8"
"LAB:3775203","18727-8"
"LAB:3774666","5196-1"
"LAB:3774934","18727-8"
"LAB:183033102","18725-2"
"LAB:3774902","16465-7"
"LAB:3774499","12235-8"
"LAB:3774543","18727-8"
"LAB:3775852","2339-0"
"LAB:580107873","14211-7"
"LAB:3775607","20436-2"
"LAB:285955219","56015-1"
"LAB:248037675","49753-7"
"LAB:3776093","2705-2"
"LAB:3775952","18719-5"
"LAB:3774502","18768-2"
"LAB:276152987","26435-8"
"LAB:166878622","18719-5"
"LAB:501519851","18716-1"
"LAB:13815135","48174-7"
"LAB:3776087","24472-3"
"LAB:3998842","18719-5"
"LAB:285955215","33551-3"
"LAB:3775370","3333-2"
"LAB:11551901","18719-5"
"LAB:3775166","51693-0"
"LAB:3775426","18719-5"
"LAB:4744074","25969-7"
"LAB:10865264","2889-4"
"LAB:3775405","33311-2"
"LAB:3774675","9699-0"
"LAB:3775948","18727-8"
"LAB:46528743","3579-0"
"LAB:10865270","18719-5"
"LAB:3818043","47938-6"
"LAB:501520297","11183-1"
"LAB:3774941","18727-8"
"LAB:3775915","18719-5"
"LAB:3774664","18719-5"
"LAB:4744049","9324-5"
"LAB:3775982","18716-1"
"LAB:3775500","13362-9"
"LAB:72465878","34645-2"
"LAB:3775996","6129-1"
"LAB:3774663","17260-1"
"LAB:501519695","7312-2"
"LAB:3775160","18719-5"
"LAB:3726909","18719-5"
"LAB:89829701","18729-4"
"LAB:3774949","16195-0"
"LAB:3775899","13227-4"
"LAB:4671013","30112-7"
"LAB:3776052","2465-3"
"LAB:3997401","18719-5"
"LAB:264365791","26435-8"
"LAB:107199023","18719-5"
"LAB:3775280","18719-5"
"LAB:3775884","19153-6"
"LAB:3775915","2839-9"
"LAB:3775997","18716-1"
"LAB:43435810","3074-2"
"LAB:4129023","18721-1"
"LAB:3775517","18719-5"
"LAB:3775214","4547-6"
"LAB:19984984","5975-8"
"LAB:501519797","6041-8"
"LAB:4744023","9511-7"
"LAB:40450543","29159-1"
"LAB:110844470","18719-5"
"LAB:500706675","807-8"
"LAB:3998840","18727-8"
"LAB:3774861","38458-6"
"LAB:3775023","18727-8"
"LAB:3775701","13835-4"
"LAB:3775887","18727-8"
"LAB:285955266","18720-3"
"LAB:40450549","18728-6"
"LAB:3775248","3330-8"
"LAB:12777361","18727-8"
"LAB:511259663","18721-1"
"LAB:3775673","18768-2"
"LAB:19985045","49228-0"
"LAB:3775395","18719-5"
"LAB:12777353","18719-5"
"LAB:3775637","18767-4"
"LAB:317665175","44342-4"
"LAB:501519737","6281-0"
"LAB:3774911","46132-7"
"LAB:3775223","2431-5"
"LAB:3776066","13362-9"
"LAB:3775650","14581-3"
"LAB:4129024","4057-6"
"LAB:3775587","18719-5"
"LAB:500706683","805-2"
"LAB:43435808","26881-3"
"LAB:89829693","50238-5"
"LAB:3774720","18768-2"
"LAB:3776144","18719-5"
"LAB:470530962","35164-3"
"LAB:3776118","18719-5"
"LAB:4743962","18719-5"
"LAB:4743987","26962-1"
"LAB:3775671","18768-2"
"LAB:3774588","29572-5"
"LAB:166045326","26435-8"
"LAB:3774694","18727-8"
"LAB:3727461","3034-6"
"LAB:258248399","26435-8"
"LAB:67140617","59562-9"
"LAB:3775946","5622-6"
"LAB:3774836","18716-1"
"LAB:107503849","6929-4"
"LAB:285955275","53563-3"
"LAB:3775571","53627-6"
"LAB:3774809","15180-3"
"LAB:258248393","57802-1"
"LAB:3775303","6835-3"
"LAB:466943855","40966-4"
"LAB:501519767","18728-6"
"LAB:3775091","3321-7"
"LAB:4013228","18723-7"
"LAB:3774523","17781-6"
"LAB:3775778","18716-1"
"LAB:3775988","18716-1"
"LAB:3775254","18721-1"
"LAB:110718271","53731-6"
"LAB:3774989","18729-4"
"LAB:500706689","23860-0"
"LAB:501520219","16348-5"
"LAB:501520013","32572-0"
"LAB:537007325","15045-8"
"LAB:511259651","18719-5"
"LAB:248037660","5177-1"
"LAB:7249735","21717-4"
"LAB:3775119","2778-9"
"LAB:3775207","29964-4"
"LAB:3774840","18716-1"
"LAB:4744013","18719-5"
"LAB:3775255","18719-5"
"LAB:63359908","51600-5"
"LAB:10865253","5255-5"
"LAB:3774537","18727-8"
"LAB:50961950","18719-5"
"LAB:3775043","18719-5"
"LAB:4744237","18719-5"
"LAB:3775053","18719-5"
"LAB:34975682","18719-5"
"LAB:50961951","13760-4"
"LAB:3774967","22566-4"
"LAB:3775123","2828-2"
"LAB:276153021","18725-2"
"LAB:3775065","9630-5"
"LAB:4744085","25926-7"
"LAB:3775425","1657-6"
"LAB:40450542","18719-5"
"LAB:501520291","18716-1"
"LAB:123248803","13776-0"
"LAB:3775889","30166-3"
"LAB:3775066","9630-5"
"LAB:3775336","2141-0"
"LAB:3775712","32165-3"
"LAB:3776021","18767-4"
"LAB:3775075","19270-8"
"LAB:201668231","18720-3"
"LAB:3775733","14116-8"
"LAB:3775133","33407-8"
"LAB:117951530","18719-5"
"LAB:3775431","18719-5"
"LAB:3775810","49921-0"
"LAB:3775768","6122-6"
"LAB:13298844","26435-8"
"LAB:3776134","32862-5"
"LAB:3776103","18719-5"
"LAB:3775540","13362-9"
"LAB:3775990","6085-5"
"LAB:13130300","49400-5"
"LAB:3775532","13362-9"
"LAB:3775562","4498-2"
"LAB:27181104","26435-8"
"LAB:12779989","18727-8"
"LAB:3775691","18768-2"
"LAB:3775804","18718-7"
"LAB:501520095","18728-6"
"LAB:48874886","18767-4"
"LAB:52891206","18720-3"
"LAB:3775962","787-2"
"LAB:3774824","42771-6"
"LAB:4009170","18767-4"
"LAB:3775465","18716-1"
"LAB:4129020","3663-2"
"LAB:3998852","18719-5"
"LAB:3775568","2880-3"
"LAB:43291299","13599-6"
"LAB:166878625","18719-5"
"LAB:3774757","18719-5"
"LAB:3775907","18719-5"
"LAB:12717533","18716-1"
"LAB:3776009","18716-1"
"LAB:4129029","3321-7"
"LAB:3775744","27374-8"
"LAB:501520125","18716-1"
"LAB:10968836","18719-5"
"LAB:3774790","18768-2"
"LAB:3774490","18729-4"
"LAB:3775169","1960-4"
"LAB:3775714","32200-8"
"LAB:3775738","86130-2"
"LAB:13815126","5335-5"
"LAB:3775403","2350-7"
"LAB:3775690","13527-7"
"LAB:3774633","18727-8"
"LAB:3775027","18727-8"
"LAB:413924593","19593-3"
"LAB:3775332","18719-5"
"LAB:11372621","18718-7"
"LAB:3775404","2351-5"
"LAB:3818035","18719-5"
"LAB:3802282","18727-8"
"LAB:89829684","18729-4"
"LAB:3774590","26435-8"
"LAB:3775937","18719-5"
"LAB:3774617","18719-5"
"LAB:3775731","3271-4"
"LAB:3775060","8251-1"
"LAB:3775340","18719-5"
"LAB:3775471","18716-1"
"LAB:3775010","44038-8"
"LAB:3775113","18767-4"
"LAB:466943870","40965-6"
"LAB:108959130","18767-4"
"LAB:3774573","18721-1"
"LAB:3775250","16135-6"
"LAB:3775391","18719-5"
"LAB:3776070","18719-5"
"LAB:4743992","26966-2"
"LAB:276153009","18725-2"
"LAB:3776089","18727-8"
"LAB:3774666","18727-8"
"LAB:3775904","18719-5"
"LAB:3775979","6165-5"
"LAB:3775189","3187-2"
"LAB:3776043","18767-4"
"LAB:3775766","18716-1"
"LAB:3776078","18721-1"
"LAB:3774949","18728-6"
"LAB:3774966","18727-8"
"LAB:4744056","18719-5"
"LAB:4743959","26680-9"
"LAB:40450537","29161-7"
"LAB:3775629","42616-3"
"LAB:3774991","33221-3"
"LAB:3775221","721-1"
"LAB:3774651","18727-8"
"LAB:3775461","18716-1"
"LAB:27181133","30903-9"
"LAB:3775975","18716-1"
"LAB:3998837","26435-8"
"LAB:3775657","786-4"
"LAB:67878176","18723-7"
"LAB:3775501","19153-6"
"LAB:3775587","35242-7"
"LAB:3775199","2232-7"
"LAB:3775359","18719-5"
"LAB:413924611","18719-5"
"LAB:13815135","38379-4"
"LAB:3774903","1813-5"
"LAB:3726192","18719-5"
"LAB:3776097","18723-7"
"LAB:3775557","18719-5"
"LAB:3775315","18721-1"
"LAB:89829697","53329-9"
"LAB:201668231","3241-7"
"LAB:3775607","18719-5"
"LAB:3774660","18719-5"
"LAB:3997398","47938-6"
"LAB:3775167","18719-5"
"LAB:3775998","18716-1"
"LAB:3776106","20639-1"
"LAB:3775416","27201-3"
"LAB:3775416","18719-5"
"LAB:3774871","2271-5"
"LAB:3774846","7404-7"
"LAB:3775667","707-0"
"LAB:3727468","4064-2"
"LAB:10865265","18719-5"
"LAB:3775938","18721-1"
"LAB:3775164","18721-1"
"LAB:332553292","18719-5"
"LAB:52891217","18720-3"
"LAB:3775048","18768-2"
"LAB:3774844","6251-3"
"LAB:3775971","2695-5"
"LAB:3775680","18768-2"
"LAB:3775730","18720-3"
"LAB:3775977","6092-1"
"LAB:3775673","709-6"
"LAB:11519568","11015-5"
"LAB:3775983","18716-1"
"LAB:466943861","40967-2"
"LAB:3775700","18768-2"
"LAB:3775994","17427-6"
"LAB:3774626","18719-5"
"LAB:3775226","18725-2"
"LAB:3775459","18716-1"
"LAB:3774807","18768-2"
"LAB:3775364","18719-5"
"LAB:48874891","18767-4"
"LAB:3774973","33421-9"
"LAB:3775356","18719-5"
"LAB:3775609","2345-7"
"LAB:40450538","18728-6"
"LAB:3775155","18721-1"
"LAB:3775506","18719-5"
"LAB:3775851","48703-3"
"LAB:4129021","18721-1"
"LAB:3775048","810-2"
"LAB:3775208","18727-8"
"LAB:4744083","25952-3"
"LAB:3775037","18719-5"
"LAB:580471275","18728-6"
"LAB:3998811","5634-1"
"LAB:3775379","8040-8"
"LAB:3775780","6045-9"
"LAB:3774487","19159-3"
"LAB:537007189","18721-1"
"LAB:3775485","18768-2"
"LAB:511259713","19153-6"
"LAB:580107825","6945-0"
"LAB:3775122","49789-1"
"LAB:3775794","6138-2"
"LAB:3774540","31146-4"
"LAB:3775084","18719-5"
"LAB:3775558","33368-2"
"LAB:3775722","711-2"
"LAB:3775005","18723-7"
"LAB:537007403","18719-5"
"LAB:501519833","7155-5"
"LAB:3775767","18716-1"
"LAB:3774525","18719-5"
"LAB:3775049","53517-9"
"LAB:15231041","18718-7"
"LAB:3775702","14344-6"
"LAB:3776129","21026-0"
"LAB:12777354","18727-8"
"LAB:3776030","18767-4"
"LAB:3774942","18727-8"
"LAB:580107867","18716-1"
"LAB:19984978","18725-2"
"LAB:19984978","54455-1"
"LAB:3774865","29498-3"
"LAB:6507751","18727-8"
"LAB:3775011","7792-5"
"LAB:3774995","18729-4"
"LAB:3775365","12715-9"
"LAB:3775908","14628-2"
"LAB:311110416","57287-5"
"LAB:3774603","29770-5"
"LAB:511259681","18719-5"
"LAB:3774707","18727-8"
"LAB:3727544","18721-1"
"LAB:3775479","18716-1"
"LAB:3776087","18720-3"
"LAB:61108576","13782-8"
"LAB:40450532","18728-6"
"LAB:3774519","18727-8"
"LAB:3775422","18719-5"
"LAB:3775345","18719-5"
"LAB:3775854","18767-4"
"LAB:3775145","8841-9"
"LAB:3775893","18719-5"
"LAB:4744072","18719-5"
"LAB:165579108","18719-5"
"LAB:3775406","5676-2"
"LAB:3774497","50551-1"
"LAB:3726331","49392-4"
"LAB:276153021","29495-9"
"LAB:3775981","7495-5"
"LAB:73248575","18724-5"
